"","Group.1","Group.2","Group.3","x"
"2257",2012,"January",19,773.321759259259
"2258",2013,"January",19,599.349537037037
"2259",2014,"January",19,536.2890625
"2260",2015,"January",19,688.157552083333
"2261",2016,"January",19,647.949404761905
"2262",2017,"January",19,679.893640350877
"2263",2018,"January",19,655.235507246377
"2264",2019,"January",19,559.050833333333
"2265",2009,"July",19,498.759803921569
"2266",2010,"July",19,613.337962962963
"2267",2011,"July",19,609.019607843137
"2268",2012,"July",19,698.025462962963
"2269",2013,"July",19,731.615196078431
"2270",2014,"July",19,547.248655913978
"2271",2015,"July",19,510.472222222222
"2272",2016,"July",19,620.309523809524
"2273",2017,"July",19,564.051829268293
"2274",2018,"July",19,604.459166666667
"2275",2019,"July",19,695.014411529223
"2276",2009,"June",19,776.450980392157
"2277",2010,"June",19,512.618055555556
"2278",2011,"June",19,410.583333333333
"2279",2012,"June",19,647.520833333333
"2280",2013,"June",19,622.625
"2281",2014,"June",19,597.425505050505
"2282",2015,"June",19,705.066056910569
"2283",2016,"June",19,444.268849206349
"2284",2017,"June",19,572.227477477477
"2285",2018,"June",19,592.457465277778
"2286",2019,"June",19,560.50408496732
"2287",2010,"March",19,773.719907407407
"2288",2011,"March",19,539.759803921569
"2289",2012,"March",19,743.303240740741
"2290",2013,"March",19,691.310185185185
"2291",2014,"March",19,704.845430107527
"2292",2015,"March",19,702.156531531532
"2293",2016,"March",19,622.908366533865
"2294",2017,"March",19,466.952850877193
"2295",2018,"March",19,668.851063829787
"2296",2019,"March",19,631.647569444444
"2297",2009,"May",19,715.268229166667
"2298",2010,"May",19,641.5625
"2299",2011,"May",19,665.629901960784
"2300",2012,"May",19,598.650462962963
"2301",2013,"May",19,467.157407407407
"2302",2014,"May",19,579.110677083333
"2303",2015,"May",19,572.369658119658
"2304",2016,"May",19,662.058531746032
"2305",2017,"May",19,675.90899122807
"2306",2018,"May",19,592.227836879433
"2307",2019,"May",19,418.513333333333
"2308",2009,"November",19,672.578703703704
"2309",2010,"November",19,845.5390625
"2310",2011,"November",19,446.230392156863
"2311",2012,"November",19,697.094907407407
"2312",2013,"November",19,707.347222222222
"2313",2014,"November",19,700.739583333333
"2314",2015,"November",19,708.185975609756
"2315",2016,"November",19,644.834401709402
"2316",2017,"November",19,602.224074074074
"2317",2018,"November",19,564.787326388889
"2318",2009,"October",19,609.0625
"2319",2010,"October",19,641.593137254902
"2320",2011,"October",19,651.539215686274
"2321",2012,"October",19,825.157407407407
"2322",2013,"October",19,575.768055555556
"2323",2014,"October",19,478.657828282828
"2324",2015,"October",19,618.530982905983
"2325",2016,"October",19,622.997863247863
"2326",2017,"October",19,584.462962962963
"2327",2018,"October",19,697.247549019608
"2328",2009,"September",19,487.529411764706
"2329",2010,"September",19,442.757731958763
"2330",2011,"September",19,618.328431372549
"2331",2012,"September",19,659.068459657702
"2332",2013,"September",19,644.175
"2333",2014,"September",19,671.01171875
"2334",2015,"September",19,602.102083333333
"2335",2016,"September",19,649.991071428571
"2336",2017,"September",19,611.273674242424
"2337",2018,"September",19,615.846153846154
"2338",2010,"April",20,640.5
"2339",2011,"April",20,711.379901960784
"2340",2012,"April",20,848.462962962963
"2341",2013,"April",20,679.085648148148
"2342",2014,"April",20,550.604166666667
"2343",2015,"April",20,592.49358974359
"2344",2016,"April",20,730.537601626016
"2345",2017,"April",20,664.567307692308
"2346",2018,"April",20,813.13475177305
"2347",2019,"April",20,624.128267973856
"2348",2009,"August",20,673.428921568627
"2349",2010,"August",20,764.838235294118
"2350",2011,"August",20,529.281862745098
"2351",2012,"August",20,630.263888888889
"2352",2013,"August",20,629.471354166667
"2353",2014,"August",20,604.967447916667
"2354",2015,"August",20,621.051282051282
"2355",2016,"August",20,622.836538461538
"2356",2017,"August",20,511.797619047619
"2357",2018,"August",20,541.365196078431
"2358",2009,"December",20,501.715277777778
"2359",2010,"December",20,672.15931372549
"2360",2011,"December",20,773.24537037037
"2361",2012,"December",20,834.826388888889
"2362",2013,"December",20,800.427777777778
"2363",2014,"December",20,625.934139784946
"2364",2015,"December",20,439.236788617886
"2365",2016,"December",20,685.503125
"2366",2017,"December",20,715.014756944444
"2367",2018,"December",20,660.297385620915
"2368",2010,"February",20,517.962962962963
"2369",2011,"February",20,445.3125
"2370",2012,"February",20,691.68287037037
"2371",2013,"February",20,720.837962962963
"2372",2014,"February",20,672.100260416667
"2373",2015,"February",20,784.34009009009
"2374",2016,"February",20,878.800595238095
"2375",2017,"February",20,580.175213675214
"2376",2018,"February",20,691.020833333333
"2377",2019,"February",20,624.258333333333
"2378",2010,"January",20,705.282407407407
"2379",2011,"January",20,728.323529411765
"2380",2012,"January",20,788.523148148148
"2381",2013,"January",20,508.303240740741
"2382",2014,"January",20,641.951822916667
"2383",2015,"January",20,693.384803921569
"2384",2016,"January",20,692.573412698413
"2385",2017,"January",20,704.239035087719
"2386",2018,"January",20,678.13768115942
"2387",2019,"January",20,461.071428571429
"2388",2009,"July",20,646.730392156863
"2389",2010,"July",20,594.099537037037
"2390",2011,"July",20,617.887254901961
"2391",2012,"July",20,809.1875
"2392",2013,"July",20,449.012254901961
"2393",2014,"July",20,463.110677083333
"2394",2015,"July",20,611.613247863248
"2395",2016,"July",20,678.257936507937
"2396",2017,"July",20,555.935975609756
"2397",2018,"July",20,703.91
"2398",2019,"July",20,540.185897435897
"2399",2009,"June",20,498.264705882353
"2400",2010,"June",20,365.668981481481
"2401",2011,"June",20,590.639705882353
"2402",2012,"June",20,626.25
"2403",2013,"June",20,660.269607843137
"2404",2014,"June",20,701.372474747475
"2405",2015,"June",20,562.093495934959
"2406",2016,"June",20,518.259920634921
"2407",2017,"June",20,610.540540540541
"2408",2018,"June",20,613.193576388889
"2409",2019,"June",20,564.256535947712
"2410",2010,"March",20,598.497685185185
"2411",2011,"March",20,465.799019607843
"2412",2012,"March",20,731.5625
"2413",2013,"March",20,701.451388888889
"2414",2014,"March",20,718.549731182796
"2415",2015,"March",20,780.27027027027
"2416",2016,"March",20,641.649801587302
"2417",2017,"March",20,560.324561403509
"2418",2018,"March",20,666.072916666667
"2419",2019,"March",20,627.993197278912
"2420",2009,"May",20,718.513020833333
"2421",2010,"May",20,653.136574074074
"2422",2011,"May",20,777.205882352941
"2423",2012,"May",20,463.199074074074
"2424",2013,"May",20,573.189814814815
"2425",2014,"May",20,601.356182795699
"2426",2015,"May",20,602.941239316239
"2427",2016,"May",20,795.77519379845
"2428",2017,"May",20,603.842105263158
"2429",2018,"May",20,428.107269503546
"2430",2019,"May",20,532.95
"2431",2009,"November",20,753.6875
"2432",2010,"November",20,565.966145833333
"2433",2011,"November",20,460.754901960784
"2434",2012,"November",20,708.439814814815
"2435",2013,"November",20,677.55316091954
"2436",2014,"November",20,642.91796875
"2437",2015,"November",20,721
"2438",2016,"November",20,522.637820512821
"2439",2017,"November",20,661.455555555556
"2440",2018,"November",20,543.409574468085
"2441",2009,"October",20,620.395833333333
"2442",2010,"October",20,679.299019607843
"2443",2011,"October",20,649.227941176471
"2444",2012,"October",20,613.24537037037
"2445",2013,"October",20,469.530555555556
"2446",2014,"October",20,634.4453125
"2447",2015,"October",20,607.211538461538
"2448",2016,"October",20,662.955128205128
"2449",2017,"October",20,723.909259259259
"2450",2018,"October",20,474.75
"2451",2009,"September",20,437.948529411765
"2452",2010,"September",20,667.185279187817
"2453",2011,"September",20,589.84068627451
"2454",2012,"September",20,710.342592592593
"2455",2013,"September",20,728.538461538462
"2456",2014,"September",20,527.734375
"2457",2015,"September",20,515.28125
"2458",2016,"September",20,677.680555555556
"2459",2017,"September",20,646.532196969697
"2460",2018,"September",20,658.697916666667
"2461",2010,"April",21,663.650462962963
"2462",2011,"April",21,791.433823529412
"2463",2012,"April",21,635.229166666667
"2464",2013,"April",21,488.157407407407
"2465",2014,"April",21,496.772849462366
"2466",2015,"April",21,612.050605060506
"2467",2016,"April",21,672.401422764228
"2468",2017,"April",21,653.465811965812
"2469",2018,"April",21,674.414893617021
"2470",2019,"April",21,514.532679738562
"2471",2009,"August",21,748.607843137255
"2472",2010,"August",21,512.360294117647
"2473",2011,"August",21,441.115196078431
"2474",2012,"August",21,647.125
"2475",2013,"August",21,660.1015625
"2476",2014,"August",21,627.860677083333
"2477",2015,"August",21,684.675213675214
"2478",2016,"August",21,494.253205128205
"2479",2017,"August",21,520.200396825397
"2480",2018,"August",21,561.834967320261
"2481",2009,"December",21,747.405092592593
"2482",2010,"December",21,732.053921568627
"2483",2011,"December",21,792.175925925926
"2484",2012,"December",21,905.580882352941
"2485",2013,"December",21,649.134408602151
"2486",2014,"December",21,526.344086021505
"2487",2015,"December",21,714.358739837398
"2488",2016,"December",21,746.232291666667
"2489",2017,"December",21,769.640625
"2490",2018,"December",21,610.233798195242
"2491",2010,"February",21,466.791666666667
"2492",2011,"February",21,625.40625
"2493",2012,"February",21,721.469907407407
"2494",2013,"February",21,687.608796296296
"2495",2014,"February",21,721.9921875
"2496",2015,"February",21,823.372685185185
"2497",2016,"February",21,715.994047619048
"2498",2017,"February",21,627.620726495726
"2499",2018,"February",21,695.940972222222
"2500",2019,"February",21,625.944166666667
"2501",2010,"January",21,708.891203703704
"2502",2011,"January",21,758.875
"2503",2012,"January",21,570.289351851852
"2504",2013,"January",21,686.939814814815
"2505",2014,"January",21,673.66796875
"2506",2015,"January",21,697.875
"2507",2016,"January",21,714.933531746032
"2508",2017,"January",21,591.700657894737
"2509",2018,"January",21,550.107789855072
"2510",2019,"January",21,564.024659863946
"2511",2009,"July",21,653.112745098039
"2512",2010,"July",21,649.032407407407
"2513",2011,"July",21,621.752450980392
"2514",2012,"July",21,616.997685185185
"2515",2013,"July",21,516.485294117647
"2516",2014,"July",21,570.572916666667
"2517",2015,"July",21,631.229700854701
"2518",2016,"July",21,672.955357142857
"2519",2017,"July",21,693.02337398374
"2520",2018,"July",21,575.889166666667
"2521",2019,"July",21,433.536858974359
"2522",2009,"June",21,405.433823529412
"2523",2010,"June",21,574.444444444444
"2524",2011,"June",21,568.245098039216
"2525",2012,"June",21,618.694444444444
"2526",2013,"June",21,738.34068627451
"2527",2014,"June",21,586.103535353535
"2528",2015,"June",21,457.071138211382
"2529",2016,"June",21,587.411706349206
"2530",2017,"June",21,598.5
"2531",2018,"June",21,625.552951388889
"2532",2019,"June",21,658.743464052288
"2533",2010,"March",21,544.233796296296
"2534",2011,"March",21,638.379901960784
"2535",2012,"March",21,644.453703703704
"2536",2013,"March",21,678.553240740741
"2537",2014,"March",21,820.149425287356
"2538",2015,"March",21,650.054054054054
"2539",2016,"March",21,710.590229312064
"2540",2017,"March",21,555.916666666667
"2541",2018,"March",21,713.399305555556
"2542",2019,"March",21,665.897959183673
"2543",2009,"May",21,679.811274509804
"2544",2010,"May",21,790.372685185185
"2545",2011,"May",21,623.088235294118
"2546",2012,"May",21,660.4375
"2547",2013,"May",21,645.155092592593
"2548",2014,"May",21,666.528225806452
"2549",2015,"May",21,602.679487179487
"2550",2016,"May",21,655.467054263566
"2551",2017,"May",21,466.303728070175
"2552",2018,"May",21,569.343971631206
"2553",2019,"May",21,575.574166666667
"2554",2009,"November",21,505.398148148148
"2555",2010,"November",21,486.484375
"2556",2011,"November",21,666.316176470588
"2557",2012,"November",21,688.81712962963
"2558",2013,"November",21,758.745689655172
"2559",2014,"November",21,772.481770833333
"2560",2015,"November",21,589.841666666667
"2561",2016,"November",21,576.888157894737
"2562",2017,"November",21,690.507407407407
"2563",2018,"November",21,615.108156028369
"2564",2009,"October",21,610.986111111111
"2565",2010,"October",21,719.365196078431
"2566",2011,"October",21,731.012254901961
"2567",2012,"October",21,439.363425925926
"2568",2013,"October",21,505.484722222222
"2569",2014,"October",21,638.588541666667
"2570",2015,"October",21,575.764957264957
"2571",2016,"October",21,618.042735042735
"2572",2017,"October",21,521.180555555556
"2573",2018,"October",21,464.309166666667
"2574",2009,"September",21,671.674019607843
"2575",2010,"September",21,681.613636363636
"2576",2011,"September",21,645.058823529412
"2577",2012,"September",21,776.548611111111
"2578",2013,"September",21,562.184294871795
"2579",2014,"September",21,474.095052083333
"2580",2015,"September",21,566.49375
"2581",2016,"September",21,638.1875
"2582",2017,"September",21,641.710185185185
"2583",2018,"September",21,764.960737179487
"2584",2010,"April",22,677.467592592593
"2585",2011,"April",22,433.196078431373
"2586",2012,"April",22,458.361111111111
"2587",2013,"April",22,626.252314814815
"2588",2014,"April",22,559.052419354839
"2589",2015,"April",22,625.854166666667
"2590",2016,"April",22,804.907520325203
"2591",2017,"April",22,594.713675213675
"2592",2018,"April",22,554.278368794326
"2593",2019,"April",22,410.799836601307
"2594",2009,"August",22,542.833333333333
"2595",2010,"August",22,444.09068627451
"2596",2011,"August",22,613.080882352941
"2597",2012,"August",22,658.972222222222
"2598",2013,"August",22,680.408854166667
"2599",2014,"August",22,766.485677083333
"2600",2015,"August",22,593.872863247863
"2601",2016,"August",22,579.569444444444
"2602",2017,"August",22,583.469246031746
"2603",2018,"August",22,595.755833333333
"2604",2009,"December",22,751.108796296296
"2605",2010,"December",22,793.941176470588
"2606",2011,"December",22,869.516203703704
"2607",2012,"December",22,663.539215686274
"2608",2013,"December",22,571.115591397849
"2609",2014,"December",22,672.147849462366
"2610",2015,"December",22,756.970528455285
"2611",2016,"December",22,760.814583333333
"2612",2017,"December",22,748.018229166667
"2613",2018,"December",22,559.738333333333
"2614",2010,"February",22,645.608796296296
"2615",2011,"February",22,679.072916666667
"2616",2012,"February",22,751.150462962963
"2617",2013,"February",22,780.925925925926
"2618",2014,"February",22,926.030555555556
"2619",2015,"February",22,814.387731481482
"2620",2016,"February",22,628.794642857143
"2621",2017,"February",22,626.483974358974
"2622",2018,"February",22,711.183159722222
"2623",2019,"February",22,720.9925
"2624",2010,"January",22,726.578703703704
"2625",2011,"January",22,551.166666666667
"2626",2012,"January",22,472.016203703704
"2627",2013,"January",22,715.766203703704
"2628",2014,"January",22,720.059895833333
"2629",2015,"January",22,669.72619047619
"2630",2016,"January",22,713.792682926829
"2631",2017,"January",22,488.366228070175
"2632",2018,"January",22,679.302536231884
"2633",2019,"January",22,583.795068027211
"2634",2009,"July",22,633.303921568627
"2635",2010,"July",22,623.736111111111
"2636",2011,"July",22,760.80637254902
"2637",2012,"July",22,462.974537037037
"2638",2013,"July",22,623.656862745098
"2639",2014,"July",22,593.139784946237
"2640",2015,"July",22,628.278846153846
"2641",2016,"July",22,720.604166666667
"2642",2017,"July",22,503.07418699187
"2643",2018,"July",22,479.094166666667
"2644",2019,"July",22,558.271226415094
"2645",2009,"June",22,634.639705882353
"2646",2010,"June",22,593.354166666667
"2647",2011,"June",22,615.718137254902
"2648",2012,"June",22,711.8125
"2649",2013,"June",22,541.477941176471
"2650",2014,"June",22,472.57702020202
"2651",2015,"June",22,539.288617886179
"2652",2016,"June",22,611.569444444444
"2653",2017,"June",22,629.603603603604
"2654",2018,"June",22,679.338541666667
"2655",2019,"June",22,488.022058823529
"2656",2010,"March",22,656.446759259259
"2657",2011,"March",22,653.921568627451
"2658",2012,"March",22,755.377314814815
"2659",2013,"March",22,787
"2660",2014,"March",22,629.632183908046
"2661",2015,"March",22,625.351351351351
"2662",2016,"March",22,693.827345309381
"2663",2017,"March",22,594.894144144144
"2664",2018,"March",22,764.116319444444
"2665",2019,"March",22,712.758333333333
"2666",2009,"May",22,874.629901960784
"2667",2010,"May",22,554.266203703704
"2668",2011,"May",22,410.642156862745
"2669",2012,"May",22,657.8125
"2670",2013,"May",22,645.571759259259
"2671",2014,"May",22,644.15625
"2672",2015,"May",22,717.782051282051
"2673",2016,"May",22,468.429563492063
"2674",2017,"May",22,581.676535087719
"2675",2018,"May",22,585.575354609929
"2676",2019,"May",22,594.554166666667
"2677",2009,"November",22,350.958333333333
"2678",2010,"November",22,694.354166666667
"2679",2011,"November",22,666.387254901961
"2680",2012,"November",22,738.796296296296
"2681",2013,"November",22,833.366666666667
"2682",2014,"November",22,567.98046875
"2683",2015,"November",22,520.634375
"2684",2016,"November",22,576.128289473684
"2685",2017,"November",22,706.136111111111
"2686",2018,"November",22,614.451241134752
"2687",2009,"October",22,644.56712962963
"2688",2010,"October",22,806.639705882353
"2689",2011,"October",22,458.745098039216
"2690",2012,"October",22,667.215277777778
"2691",2013,"October",22,552.031944444444
"2692",2014,"October",22,621.856770833333
"2693",2015,"October",22,611.873931623932
"2694",2016,"October",22,479.141025641026
"2695",2017,"October",22,468.237962962963
"2696",2018,"October",22,579.634166666667
"2697",2009,"September",22,676.428921568627
"2698",2010,"September",22,731.133838383838
"2699",2011,"September",22,678.519607843137
"2700",2012,"September",22,639.388888888889
"2701",2013,"September",22,484.17467948718
"2702",2014,"September",22,613.3671875
"2703",2015,"September",22,605.396875
"2704",2016,"September",22,655.543650793651
"2705",2017,"September",22,751.467592592593
"2706",2018,"September",22,577.69391025641
"2707",2010,"April",23,712.789351851852
"2708",2011,"April",23,619.18137254902
"2709",2012,"April",23,653.418981481482
"2710",2013,"April",23,670.81712962963
"2711",2014,"April",23,639.76953125
"2712",2015,"April",23,661.002192982456
"2713",2016,"April",23,649.095238095238
"2714",2017,"April",23,524.194444444444
"2715",2018,"April",23,644.96719858156
"2716",2019,"April",23,570.821078431373
"2717",2009,"August",23,434.161764705882
"2718",2010,"August",23,616.571078431373
"2719",2011,"August",23,631.213235294118
"2720",2012,"August",23,663.472222222222
"2721",2013,"August",23,802.354166666667
"2722",2014,"August",23,611.761363636364
"2723",2015,"August",23,458.07905982906
"2724",2016,"August",23,681.640625
"2725",2017,"August",23,554.669642857143
"2726",2018,"August",23,617.721666666667
"2727",2009,"December",23,707.68287037037
"2728",2010,"December",23,755.482843137255
"2729",2011,"December",23,849.490740740741
"2730",2012,"December",23,535.019607843137
"2731",2013,"December",23,694.842741935484
"2732",2014,"December",23,661.747311827957
"2733",2015,"December",23,768.107723577236
"2734",2016,"December",23,717.140625
"2735",2017,"December",23,574.545138888889
"2736",2018,"December",23,565.588333333333
"2737",2010,"February",23,711.543981481482
"2738",2011,"February",23,713.130208333333
"2739",2012,"February",23,756.092592592593
"2740",2013,"February",23,795.631944444444
"2741",2014,"February",23,716.825
"2742",2015,"February",23,615.268018018018
"2743",2016,"February",23,620.47123015873
"2744",2017,"February",23,651.350427350427
"2745",2018,"February",23,754.236111111111
"2746",2019,"February",23,569.115
"2747",2010,"January",23,511.93287037037
"2748",2011,"January",23,461.718137254902
"2749",2012,"January",23,692.238425925926
"2750",2013,"January",23,739.127314814815
"2751",2014,"January",23,677.6640625
"2752",2015,"January",23,770.683333333333
"2753",2016,"January",23,608.344246031746
"2754",2017,"January",23,563.878289473684
"2755",2018,"January",23,723.162137681159
"2756",2019,"January",23,619.527210884354
"2757",2009,"July",23,684.941176470588
"2758",2010,"July",23,754.43287037037
"2759",2011,"July",23,500.850490196078
"2760",2012,"July",23,640.141203703704
"2761",2013,"July",23,636.198529411765
"2762",2014,"July",23,634.844086021505
"2763",2015,"July",23,689.253205128205
"2764",2016,"July",23,585.063492063492
"2765",2017,"July",23,412.403455284553
"2766",2018,"July",23,549.758333333333
"2767",2019,"July",23,536.193396226415
"2768",2009,"June",23,607.737745098039
"2769",2010,"June",23,615.314814814815
"2770",2011,"June",23,671.098039215686
"2771",2012,"June",23,553.6875
"2772",2013,"June",23,412.490196078431
"2773",2014,"June",23,548.517676767677
"2774",2015,"June",23,580.742886178862
"2775",2016,"June",23,576.465447154472
"2776",2017,"June",23,701.976351351351
"2777",2018,"June",23,517.717881944444
"2778",2019,"June",23,385.920833333333
"2779",2010,"March",23,671.085648148148
"2780",2011,"March",23,681.083333333333
"2781",2012,"March",23,751.810185185185
"2782",2013,"March",23,604.525462962963
"2783",2014,"March",23,509.213888888889
"2784",2015,"March",23,604.691441441441
"2785",2016,"March",23,697.026946107784
"2786",2017,"March",23,664.739035087719
"2787",2018,"March",23,824.90780141844
"2788",2019,"March",23,551.645833333333
"2789",2009,"May",23,560.487745098039
"2790",2010,"May",23,427.05787037037
"2791",2011,"May",23,610.55637254902
"2792",2012,"May",23,714.405092592593
"2793",2013,"May",23,677.525462962963
"2794",2014,"May",23,719.309895833333
"2795",2015,"May",23,581.63141025641
"2796",2016,"May",23,592.481589147287
"2797",2017,"May",23,583.645833333333
"2798",2018,"May",23,608.961879432624
"2799",2019,"May",23,609.816666666667
"2800",2009,"November",23,659.974537037037
"2801",2010,"November",23,700.143229166667
"2802",2011,"November",23,676.80637254902
"2803",2012,"November",23,830.233796296296
"2804",2013,"November",23,625.32183908046
"2805",2014,"November",23,508.015625
"2806",2015,"November",23,668.136458333333
"2807",2016,"November",23,632.259615384615
"2808",2017,"November",23,700.805253623188
"2809",2018,"November",23,620.747395833333
"2810",2009,"October",23,736.171296296296
"2811",2010,"October",23,462.350490196078
"2812",2011,"October",23,423.953431372549
"2813",2012,"October",23,713.233796296296
"2814",2013,"October",23,566.175
"2815",2014,"October",23,616.138020833333
"2816",2015,"October",23,729.123931623932
"2817",2016,"October",23,451.963675213675
"2818",2017,"October",23,599.044384057971
"2819",2018,"October",23,570.624166666667
"2820",2009,"September",23,704.240196078431
"2821",2010,"September",23,746.373401534527
"2822",2011,"September",23,717.477941176471
"2823",2012,"September",23,447.219907407407
"2824",2013,"September",23,678.541666666667
"2825",2014,"September",23,658.079427083333
"2826",2015,"September",23,634.369791666667
"2827",2016,"September",23,810.37003968254
"2828",2017,"September",23,624.70462962963
"2829",2018,"September",23,455.125801282051
"2830",2010,"April",24,512.189814814815
"2831",2011,"April",24,543.946078431373
"2832",2012,"April",24,673.9375
"2833",2013,"April",24,732.56712962963
"2834",2014,"April",24,681.552083333333
"2835",2015,"April",24,753.694078947368
"2836",2016,"April",24,630.732723577236
"2837",2017,"April",24,624.784188034188
"2838",2018,"April",24,707.491134751773
"2839",2019,"April",24,624.669934640523
"2840",2009,"August",24,603.448529411765
"2841",2010,"August",24,595.642156862745
"2842",2011,"August",24,658.816176470588
"2843",2012,"August",24,765.025462962963
"2844",2013,"August",24,609.609375
"2845",2014,"August",24,428.762626262626
"2846",2015,"August",24,548.61858974359
"2847",2016,"August",24,669.580128205128
"2848",2017,"August",24,595.090277777778
"2849",2018,"August",24,715.250204415372
"2850",2009,"December",24,563.976851851852
"2851",2010,"December",24,659.615196078431
"2852",2011,"December",24,501.381944444444
"2853",2012,"December",24,632.732843137255
"2854",2013,"December",24,708.337365591398
"2855",2014,"December",24,635.352150537634
"2856",2015,"December",24,611.343495934959
"2857",2016,"December",24,463.525
"2858",2017,"December",24,553.178819444444
"2859",2018,"December",24,513.926020408163
"2860",2010,"February",24,697.810185185185
"2861",2011,"February",24,725.59375
"2862",2012,"February",24,800.719907407407
"2863",2013,"February",24,605.546296296296
"2864",2014,"February",24,692.380747126437
"2865",2015,"February",24,691.637387387387
"2866",2016,"February",24,665.238095238095
"2867",2017,"February",24,675.496794871795
"2868",2018,"February",24,590.931423611111
"2869",2019,"February",24,494.556666666667
"2870",2010,"January",24,492.474537037037
"2871",2011,"January",24,648.350490196078
"2872",2012,"January",24,675.168981481482
"2873",2013,"January",24,675.18287037037
"2874",2014,"January",24,654.375
"2875",2015,"January",24,656.275
"2876",2016,"January",24,556.061507936508
"2877",2017,"January",24,639.297297297297
"2878",2018,"January",24,752.392210144928
"2879",2019,"January",24,528.441840277778
"2880",2009,"July",24,790.09068627451
"2881",2010,"July",24,541.787037037037
"2882",2011,"July",24,361.703431372549
"2883",2012,"July",24,666.113425925926
"2884",2013,"July",24,811.367647058824
"2885",2014,"July",24,610.881944444444
"2886",2015,"July",24,833.607905982906
"2887",2016,"July",24,566.570436507937
"2888",2017,"July",24,586.919715447154
"2889",2018,"July",24,574.078333333333
"2890",2019,"July",24,595.772798742138
"2891",2009,"June",24,668.664215686274
"2892",2010,"June",24,643.814814814815
"2893",2011,"June",24,804.740196078431
"2894",2012,"June",24,443.847222222222
"2895",2013,"June",24,611.850490196078
"2896",2014,"June",24,512.27904040404
"2897",2015,"June",24,610.706300813008
"2898",2016,"June",24,644.644841269841
"2899",2017,"June",24,565.532657657658
"2900",2018,"June",24,447.444444444444
"2901",2019,"June",24,532.29
"2902",2010,"March",24,704.613425925926
"2903",2011,"March",24,677.953431372549
"2904",2012,"March",24,516.615740740741
"2905",2013,"March",24,619.842592592593
"2906",2014,"March",24,630.406944444444
"2907",2015,"March",24,617.920045045045
"2908",2016,"March",24,743.046953046953
"2909",2017,"March",24,743.894736842105
"2910",2018,"March",24,579.236979166667
"2911",2019,"March",24,474.548790658882
"2912",2009,"May",24,430.355392156863
"2913",2010,"May",24,590.261574074074
"2914",2011,"May",24,607.892156862745
"2915",2012,"May",24,708.363425925926
"2916",2013,"May",24,800.314814814815
"2917",2014,"May",24,592.1796875
"2918",2015,"May",24,447.507478632479
"2919",2016,"May",24,641.960271317829
"2920",2017,"May",24,606.814692982456
"2921",2018,"May",24,625.997395833333
"2922",2019,"May",24,626.6325
"2923",2009,"November",24,705.976851851852
"2924",2010,"November",24,669.973958333333
"2925",2011,"November",24,759.166666666667
"2926",2012,"November",24,578.643518518518
"2927",2013,"November",24,541.51724137931
"2928",2014,"November",24,519.436197916667
"2929",2015,"November",24,681.0125
"2930",2016,"November",24,671.988247863248
"2931",2017,"November",24,826.153985507246
"2932",2018,"November",24,527.877397831526
"2933",2009,"October",24,519.576388888889
"2934",2010,"October",24,416.188725490196
"2935",2011,"October",24,555.946078431373
"2936",2012,"October",24,678.395833333333
"2937",2013,"October",24,620.980555555556
"2938",2014,"October",24,724.576822916667
"2939",2015,"October",24,580.417735042735
"2940",2016,"October",24,609.055555555556
"2941",2017,"October",24,604.919384057971
"2942",2018,"October",24,601.272959183673
"2943",2009,"September",24,693.497549019608
"2944",2010,"September",24,954.057644110276
"2945",2011,"September",24,485.247549019608
"2946",2012,"September",24,672.523148148148
"2947",2013,"September",24,688.858974358974
"2948",2014,"September",24,586.115885416667
"2949",2015,"September",24,681.873958333333
"2950",2016,"September",24,602.823412698413
"2951",2017,"September",24,473.084259259259
"2952",2018,"September",24,634.115384615385
"2953",2010,"April",25,607.541666666667
"2954",2011,"April",25,610.906862745098
"2955",2012,"April",25,471.215277777778
"2956",2013,"April",25,653.643518518518
"2957",2014,"April",25,731.86328125
"2958",2015,"April",25,676.816885964912
"2959",2016,"April",25,603.568089430894
"2960",2017,"April",25,444.449786324786
"2961",2018,"April",25,607.015957446809
"2962",2019,"April",25,503.477124183007
"2963",2009,"August",25,572.857843137255
"2964",2010,"August",25,608.517156862745
"2965",2011,"August",25,637.348039215686
"2966",2012,"August",25,530.967592592593
"2967",2013,"August",25,479.609375
"2968",2014,"August",25,538.67803030303
"2969",2015,"August",25,563.002136752137
"2970",2016,"August",25,681.823717948718
"2971",2017,"August",25,701.49515503876
"2972",2018,"August",25,585.361928104575
"2973",2009,"December",25,257.122685185185
"2974",2010,"December",25,268.492647058824
"2975",2011,"December",25,215.898148148148
"2976",2012,"December",25,327.821078431373
"2977",2013,"December",25,387.254032258065
"2978",2014,"December",25,354.611559139785
"2979",2015,"December",25,359.923780487805
"2980",2016,"December",25,321.396875
"2981",2017,"December",25,417.847222222222
"2982",2018,"December",25,354.4025
"2983",2010,"February",25,715.247685185185
"2984",2011,"February",25,804.283854166667
"2985",2012,"February",25,507.19212962963
"2986",2013,"February",25,641.5
"2987",2014,"February",25,652.629166666667
"2988",2015,"February",25,719.827702702703
"2989",2016,"February",25,685.695436507937
"2990",2017,"February",25,570.316239316239
"2991",2018,"February",25,545.783854166667
"2992",2019,"February",25,593.723333333333
"2993",2010,"January",25,665.224537037037
"2994",2011,"January",25,699.313725490196
"2995",2012,"January",25,749.118055555556
"2996",2013,"January",25,739.1875
"2997",2014,"January",25,562.625
"2998",2015,"January",25,575.019047619048
"2999",2016,"January",25,669.814484126984
